bounds,GT_AHNSUB
"(256000, 576250, 257000, 577500)",07HZ2_17
"(257000, 576250, 258000, 577500)",07HZ2_18
"(258000, 576250, 259000, 577500)",07HZ2_19
"(259000, 576250, 260000, 577500)",07HZ2_20
"(255000, 575000, 256000, 576250)",07HZ2_21
"(256000, 575000, 257000, 576250)",07HZ2_22
"(257000, 575000, 258000, 576250)",07HZ2_23
"(258000, 575000, 259000, 576250)",07HZ2_24
"(259000, 575000, 260000, 576250)",07HZ2_25
"(255000, 555000, 256000, 556250)",12HZ2_01
"(256000, 555000, 257000, 556250)",12HZ2_02
"(257000, 555000, 258000, 556250)",12HZ2_03
"(258000, 555000, 259000, 556250)",12HZ2_04
"(259000, 555000, 260000, 556250)",12HZ2_05
"(255000, 553750, 256000, 555000)",12HZ2_06
"(256000, 553750, 257000, 555000)",12HZ2_07
"(257000, 553750, 258000, 555000)",12HZ2_08
"(258000, 553750, 259000, 555000)",12HZ2_09
"(259000, 553750, 260000, 555000)",12HZ2_10
"(255000, 552500, 256000, 553750)",12HZ2_11
"(256000, 552500, 257000, 553750)",12HZ2_12
"(257000, 552500, 258000, 553750)",12HZ2_13
"(258000, 552500, 259000, 553750)",12HZ2_14
"(259000, 552500, 260000, 553750)",12HZ2_15
"(255000, 551250, 256000, 552500)",12HZ2_16
"(256000, 551250, 257000, 552500)",12HZ2_17
"(257000, 551250, 258000, 552500)",12HZ2_18
"(258000, 551250, 259000, 552500)",12HZ2_19
"(259000, 551250, 260000, 552500)",12HZ2_20
"(255000, 550000, 256000, 551250)",12HZ2_21
"(256000, 550000, 257000, 551250)",12HZ2_22
"(257000, 550000, 258000, 551250)",12HZ2_23
"(258000, 550000, 259000, 551250)",12HZ2_24
"(259000, 550000, 260000, 551250)",12HZ2_25
"(255000, 530000, 256000, 531250)",17HZ2_01
"(256000, 530000, 257000, 531250)",17HZ2_02
"(257000, 530000, 258000, 531250)",17HZ2_03
"(258000, 530000, 259000, 531250)",17HZ2_04
"(259000, 530000, 260000, 531250)",17HZ2_05
"(255000, 528750, 256000, 530000)",17HZ2_06
"(256000, 528750, 257000, 530000)",17HZ2_07
"(257000, 528750, 258000, 530000)",17HZ2_08
"(258000, 528750, 259000, 530000)",17HZ2_09
"(259000, 528750, 260000, 530000)",17HZ2_10
"(255000, 527500, 256000, 528750)",17HZ2_11
"(256000, 527500, 257000, 528750)",17HZ2_12
"(257000, 527500, 258000, 528750)",17HZ2_13
"(258000, 527500, 259000, 528750)",17HZ2_14
"(259000, 527500, 260000, 528750)",17HZ2_15
"(255000, 526250, 256000, 527500)",17HZ2_16
"(256000, 526250, 257000, 527500)",17HZ2_17
"(257000, 526250, 258000, 527500)",17HZ2_18
"(258000, 526250, 259000, 527500)",17HZ2_19
"(259000, 526250, 260000, 527500)",17HZ2_20
"(255000, 525000, 256000, 526250)",17HZ2_21
"(256000, 525000, 257000, 526250)",17HZ2_22
"(257000, 525000, 258000, 526250)",17HZ2_23
"(258000, 525000, 259000, 526250)",17HZ2_24
"(259000, 525000, 260000, 526250)",17HZ2_25
"(255000, 505000, 256000, 506250)",22HZ2_01
"(256000, 505000, 257000, 506250)",22HZ2_02
"(257000, 505000, 258000, 506250)",22HZ2_03
"(258000, 505000, 259000, 506250)",22HZ2_04
"(259000, 505000, 260000, 506250)",22HZ2_05
"(255000, 503750, 256000, 505000)",22HZ2_06
"(256000, 503750, 257000, 505000)",22HZ2_07
"(257000, 503750, 258000, 505000)",22HZ2_08
"(258000, 503750, 259000, 505000)",22HZ2_09
"(259000, 503750, 260000, 505000)",22HZ2_10
"(255000, 502500, 256000, 503750)",22HZ2_11
"(256000, 502500, 257000, 503750)",22HZ2_12
"(257000, 502500, 258000, 503750)",22HZ2_13
"(258000, 502500, 259000, 503750)",22HZ2_14
"(259000, 502500, 260000, 503750)",22HZ2_15
"(255000, 501250, 256000, 502500)",22HZ2_16
"(256000, 501250, 257000, 502500)",22HZ2_17
"(257000, 501250, 258000, 502500)",22HZ2_18
"(258000, 501250, 259000, 502500)",22HZ2_19
"(259000, 501250, 260000, 502500)",22HZ2_20
"(255000, 500000, 256000, 501250)",22HZ2_21
"(256000, 500000, 257000, 501250)",22HZ2_22
"(257000, 500000, 258000, 501250)",22HZ2_23
"(258000, 500000, 259000, 501250)",22HZ2_24
"(259000, 500000, 260000, 501250)",22HZ2_25
"(255000, 480000, 256000, 481250)",28HZ2_01
"(256000, 480000, 257000, 481250)",28HZ2_02
"(257000, 480000, 258000, 481250)",28HZ2_03
"(258000, 480000, 259000, 481250)",28HZ2_04
"(259000, 480000, 260000, 481250)",28HZ2_05
"(255000, 478750, 256000, 480000)",28HZ2_06
"(256000, 478750, 257000, 480000)",28HZ2_07
"(257000, 478750, 258000, 480000)",28HZ2_08
"(258000, 478750, 259000, 480000)",28HZ2_09
"(259000, 478750, 260000, 480000)",28HZ2_10
"(255000, 477500, 256000, 478750)",28HZ2_11
"(256000, 477500, 257000, 478750)",28HZ2_12
"(257000, 477500, 258000, 478750)",28HZ2_13
"(258000, 477500, 259000, 478750)",28HZ2_14
"(259000, 477500, 260000, 478750)",28HZ2_15
"(255000, 476250, 256000, 477500)",28HZ2_16
"(256000, 476250, 257000, 477500)",28HZ2_17
"(257000, 476250, 258000, 477500)",28HZ2_18
"(258000, 476250, 259000, 477500)",28HZ2_19
"(259000, 476250, 260000, 477500)",28HZ2_20
"(255000, 475000, 256000, 476250)",28HZ2_21
"(256000, 475000, 257000, 476250)",28HZ2_22
"(257000, 475000, 258000, 476250)",28HZ2_23
"(258000, 475000, 259000, 476250)",28HZ2_24
"(259000, 475000, 260000, 476250)",28HZ2_25
"(255000, 455000, 256000, 456250)",34HZ2_01
"(256000, 455000, 257000, 456250)",34HZ2_02
"(257000, 455000, 258000, 456250)",34HZ2_03
"(255000, 453750, 256000, 455000)",34HZ2_06
"(256000, 453750, 257000, 455000)",34HZ2_07
"(257000, 453750, 258000, 455000)",34HZ2_08
"(255000, 452500, 256000, 453750)",34HZ2_11
"(256000, 452500, 257000, 453750)",34HZ2_12
"(257000, 452500, 258000, 453750)",34HZ2_13
"(255000, 451250, 256000, 452500)",34HZ2_16
"(256000, 451250, 257000, 452500)",34HZ2_17
"(257000, 451250, 258000, 452500)",34HZ2_18
"(255000, 450000, 256000, 451250)",34HZ2_21
"(256000, 450000, 257000, 451250)",34HZ2_22
"(257000, 450000, 258000, 451250)",34HZ2_23
"(255000, 430000, 256000, 431250)",41HZ2_01
"(256000, 430000, 257000, 431250)",41HZ2_02
"(257000, 430000, 258000, 431250)",41HZ2_03
"(255000, 428750, 256000, 430000)",41HZ2_06
"(256000, 428750, 257000, 430000)",41HZ2_07
"(257000, 428750, 258000, 430000)",41HZ2_08
"(275000, 580000, 276000, 581250)",08DZ2_01
"(276000, 580000, 277000, 581250)",08DZ2_02
"(277000, 580000, 278000, 581250)",08DZ2_03
"(275000, 578750, 276000, 580000)",08DZ2_06
"(276000, 578750, 277000, 580000)",08DZ2_07
"(277000, 578750, 278000, 580000)",08DZ2_08
"(275000, 577500, 276000, 578750)",08DZ2_11
"(276000, 577500, 277000, 578750)",08DZ2_12
"(277000, 577500, 278000, 578750)",08DZ2_13
"(275000, 576250, 276000, 577500)",08DZ2_16
"(276000, 576250, 277000, 577500)",08DZ2_17
"(277000, 576250, 278000, 577500)",08DZ2_18
"(275000, 575000, 276000, 576250)",08DZ2_21
"(276000, 575000, 277000, 576250)",08DZ2_22
"(277000, 575000, 278000, 576250)",08DZ2_23
"(275000, 555000, 276000, 556250)",13DZ2_01
"(276000, 555000, 277000, 556250)",13DZ2_02
"(277000, 555000, 278000, 556250)",13DZ2_03
"(275000, 553750, 276000, 555000)",13DZ2_06
"(276000, 553750, 277000, 555000)",13DZ2_07
"(277000, 553750, 278000, 555000)",13DZ2_08
"(275000, 552500, 276000, 553750)",13DZ2_11
"(276000, 552500, 277000, 553750)",13DZ2_12
"(277000, 552500, 278000, 553750)",13DZ2_13
"(275000, 551250, 276000, 552500)",13DZ2_16
"(276000, 551250, 277000, 552500)",13DZ2_17
"(277000, 551250, 278000, 552500)",13DZ2_18
"(275000, 550000, 276000, 551250)",13DZ2_21
"(276000, 550000, 277000, 551250)",13DZ2_22
"(277000, 550000, 278000, 551250)",13DZ2_23
"(275000, 530000, 276000, 531250)",18DZ2_01
"(276000, 530000, 277000, 531250)",18DZ2_02
"(277000, 530000, 278000, 531250)",18DZ2_03
"(275000, 528750, 276000, 530000)",18DZ2_06
"(276000, 528750, 277000, 530000)",18DZ2_07
"(277000, 528750, 278000, 530000)",18DZ2_08
"(275000, 527500, 276000, 528750)",18DZ2_11
"(276000, 527500, 277000, 528750)",18DZ2_12
"(277000, 527500, 278000, 528750)",18DZ2_13
"(275000, 526250, 276000, 527500)",18DZ2_16
"(276000, 526250, 277000, 527500)",18DZ2_17
"(277000, 526250, 278000, 527500)",18DZ2_18
"(275000, 525000, 276000, 526250)",18DZ2_21
"(276000, 525000, 277000, 526250)",18DZ2_22
"(277000, 525000, 278000, 526250)",18DZ2_23
"(275000, 505000, 276000, 506250)",23DZ2_01
"(276000, 505000, 277000, 506250)",23DZ2_02
"(277000, 505000, 278000, 506250)",23DZ2_03
"(275000, 503750, 276000, 505000)",23DZ2_06
"(276000, 503750, 277000, 505000)",23DZ2_07
"(277000, 503750, 278000, 505000)",23DZ2_08
"(275000, 502500, 276000, 503750)",23DZ2_11
"(276000, 502500, 277000, 503750)",23DZ2_12
"(277000, 502500, 278000, 503750)",23DZ2_13
"(275000, 501250, 276000, 502500)",23DZ2_16
"(276000, 501250, 277000, 502500)",23DZ2_17
"(277000, 501250, 278000, 502500)",23DZ2_18
"(275000, 500000, 276000, 501250)",23DZ2_21
"(276000, 500000, 277000, 501250)",23DZ2_22
"(277000, 500000, 278000, 501250)",23DZ2_23
"(275000, 480000, 276000, 481250)",29DZ2_01
"(276000, 480000, 277000, 481250)",29DZ2_02
"(277000, 480000, 278000, 481250)",29DZ2_03
"(275000, 478750, 276000, 480000)",29DZ2_06
"(276000, 478750, 277000, 480000)",29DZ2_07
"(277000, 478750, 278000, 480000)",29DZ2_08
"(275000, 477500, 276000, 478750)",29DZ2_11
"(276000, 477500, 277000, 478750)",29DZ2_12
"(277000, 477500, 278000, 478750)",29DZ2_13
"(275000, 476250, 276000, 477500)",29DZ2_16
"(276000, 476250, 277000, 477500)",29DZ2_17
"(277000, 476250, 278000, 477500)",29DZ2_18
"(275000, 475000, 276000, 476250)",29DZ2_21
"(276000, 475000, 277000, 476250)",29DZ2_22
"(277000, 475000, 278000, 476250)",29DZ2_23
"(35000, 411250, 36000, 412500)",64DZ2_01
"(36000, 411250, 37000, 412500)",64DZ2_02
"(37000, 411250, 38000, 412500)",64DZ2_03
"(38000, 411250, 39000, 412500)",64DZ2_04
"(39000, 411250, 40000, 412500)",64DZ2_05
"(35000, 410000, 36000, 411250)",64DZ2_06
"(36000, 410000, 37000, 411250)",64DZ2_07
"(37000, 410000, 38000, 411250)",64DZ2_08
"(38000, 410000, 39000, 411250)",64DZ2_09
"(39000, 410000, 40000, 411250)",64DZ2_10
"(35000, 408750, 36000, 410000)",64DZ2_11
"(36000, 408750, 37000, 410000)",64DZ2_12
"(37000, 408750, 38000, 410000)",64DZ2_13
"(38000, 408750, 39000, 410000)",64DZ2_14
"(39000, 408750, 40000, 410000)",64DZ2_15
"(35000, 407500, 36000, 408750)",64DZ2_16
"(36000, 407500, 37000, 408750)",64DZ2_17
"(37000, 407500, 38000, 408750)",64DZ2_18
"(38000, 407500, 39000, 408750)",64DZ2_19
"(39000, 407500, 40000, 408750)",64DZ2_20
"(35000, 406250, 36000, 407500)",64DZ2_21
"(36000, 406250, 37000, 407500)",64DZ2_22
"(37000, 406250, 38000, 407500)",64DZ2_23
"(38000, 406250, 39000, 407500)",64DZ2_24
"(39000, 406250, 40000, 407500)",64DZ2_25
"(55000, 386250, 56000, 387500)",65HZ2_01
"(56000, 386250, 57000, 387500)",65HZ2_02
"(57000, 386250, 58000, 387500)",65HZ2_03
"(58000, 386250, 59000, 387500)",65HZ2_04
"(59000, 386250, 60000, 387500)",65HZ2_05
"(55000, 385000, 56000, 386250)",65HZ2_06
"(56000, 385000, 57000, 386250)",65HZ2_07
"(57000, 385000, 58000, 386250)",65HZ2_08
"(58000, 385000, 59000, 386250)",65HZ2_09
"(59000, 385000, 60000, 386250)",65HZ2_10
"(55000, 383750, 56000, 385000)",65HZ2_11
"(56000, 383750, 57000, 385000)",65HZ2_12
"(57000, 383750, 58000, 385000)",65HZ2_13
"(58000, 383750, 59000, 385000)",65HZ2_14
"(59000, 383750, 60000, 385000)",65HZ2_15
"(55000, 382500, 56000, 383750)",65HZ2_16
"(56000, 382500, 57000, 383750)",65HZ2_17
"(57000, 382500, 58000, 383750)",65HZ2_18
"(58000, 382500, 59000, 383750)",65HZ2_19
"(59000, 382500, 60000, 383750)",65HZ2_20
"(55000, 381250, 56000, 382500)",65HZ2_21
"(56000, 381250, 57000, 382500)",65HZ2_22
"(57000, 381250, 58000, 382500)",65HZ2_23
"(58000, 381250, 59000, 382500)",65HZ2_24
"(59000, 381250, 60000, 382500)",65HZ2_25
"(35000, 386250, 36000, 387500)",65DZ2_01
"(36000, 386250, 37000, 387500)",65DZ2_02
"(37000, 386250, 38000, 387500)",65DZ2_03
"(38000, 386250, 39000, 387500)",65DZ2_04
"(39000, 386250, 40000, 387500)",65DZ2_05
"(35000, 385000, 36000, 386250)",65DZ2_06
"(36000, 385000, 37000, 386250)",65DZ2_07
"(37000, 385000, 38000, 386250)",65DZ2_08
"(38000, 385000, 39000, 386250)",65DZ2_09
"(39000, 385000, 40000, 386250)",65DZ2_10
"(35000, 383750, 36000, 385000)",65DZ2_11
"(36000, 383750, 37000, 385000)",65DZ2_12
"(37000, 383750, 38000, 385000)",65DZ2_13
"(38000, 383750, 39000, 385000)",65DZ2_14
"(39000, 383750, 40000, 385000)",65DZ2_15
"(35000, 382500, 36000, 383750)",65DZ2_16
"(36000, 382500, 37000, 383750)",65DZ2_17
"(37000, 382500, 38000, 383750)",65DZ2_18
"(38000, 382500, 39000, 383750)",65DZ2_19
"(39000, 382500, 40000, 383750)",65DZ2_20
"(35000, 381250, 36000, 382500)",65DZ2_21
"(36000, 381250, 37000, 382500)",65DZ2_22
"(37000, 381250, 38000, 382500)",65DZ2_23
"(38000, 381250, 39000, 382500)",65DZ2_24
"(39000, 381250, 40000, 382500)",65DZ2_25
"(15000, 361250, 16000, 362500)",66HZ2_01
"(16000, 361250, 17000, 362500)",66HZ2_02
"(17000, 361250, 18000, 362500)",66HZ2_03
"(18000, 361250, 19000, 362500)",66HZ2_04
"(19000, 361250, 20000, 362500)",66HZ2_05
"(15000, 360000, 16000, 361250)",66HZ2_06
"(16000, 360000, 17000, 361250)",66HZ2_07
"(17000, 360000, 18000, 361250)",66HZ2_08
"(18000, 360000, 19000, 361250)",66HZ2_09
"(19000, 360000, 20000, 361250)",66HZ2_10
"(15000, 358750, 16000, 360000)",66HZ2_11
"(16000, 358750, 17000, 360000)",66HZ2_12
"(17000, 358750, 18000, 360000)",66HZ2_13
"(18000, 358750, 19000, 360000)",66HZ2_14
"(19000, 358750, 20000, 360000)",66HZ2_15
"(15000, 357500, 16000, 358750)",66HZ2_16
"(16000, 357500, 17000, 358750)",66HZ2_17
"(17000, 357500, 18000, 358750)",66HZ2_18
"(18000, 357500, 19000, 358750)",66HZ2_19
"(19000, 357500, 20000, 358750)",66HZ2_20
"(15000, 356250, 16000, 357500)",66HZ2_21
"(16000, 356250, 17000, 357500)",66HZ2_22
"(17000, 356250, 18000, 357500)",66HZ2_23
"(18000, 356250, 19000, 357500)",66HZ2_24
"(19000, 356250, 20000, 357500)",66HZ2_25
"(15000, 386250, 16000, 387500)",70HZ2_01
"(16000, 386250, 17000, 387500)",70HZ2_02
"(17000, 386250, 18000, 387500)",70HZ2_03
"(18000, 386250, 19000, 387500)",70HZ2_04
"(19000, 386250, 20000, 387500)",70HZ2_05
"(15000, 385000, 16000, 386250)",70HZ2_06
"(16000, 385000, 17000, 386250)",70HZ2_07
"(17000, 385000, 18000, 386250)",70HZ2_08
"(18000, 385000, 19000, 386250)",70HZ2_09
"(19000, 385000, 20000, 386250)",70HZ2_10
"(15000, 383750, 16000, 385000)",70HZ2_11
"(16000, 383750, 17000, 385000)",70HZ2_12
"(17000, 383750, 18000, 385000)",70HZ2_13
"(18000, 383750, 19000, 385000)",70HZ2_14
"(19000, 383750, 20000, 385000)",70HZ2_15
"(15000, 382500, 16000, 383750)",70HZ2_16
"(16000, 382500, 17000, 383750)",70HZ2_17
"(17000, 382500, 18000, 383750)",70HZ2_18
"(18000, 382500, 19000, 383750)",70HZ2_19
"(19000, 382500, 20000, 383750)",70HZ2_20
"(15000, 381250, 16000, 382500)",70HZ2_21
"(16000, 381250, 17000, 382500)",70HZ2_22
"(17000, 381250, 18000, 382500)",70HZ2_23
"(18000, 381250, 19000, 382500)",70HZ2_24
"(19000, 381250, 20000, 382500)",70HZ2_25
"(35000, 361250, 36000, 362500)",67DZ2_01
"(36000, 361250, 37000, 362500)",67DZ2_02
"(37000, 361250, 38000, 362500)",67DZ2_03
"(38000, 361250, 39000, 362500)",67DZ2_04
"(39000, 361250, 40000, 362500)",67DZ2_05
"(35000, 360000, 36000, 361250)",67DZ2_06
"(36000, 360000, 37000, 361250)",67DZ2_07
"(37000, 360000, 38000, 361250)",67DZ2_08
"(38000, 360000, 39000, 361250)",67DZ2_09
"(39000, 360000, 40000, 361250)",67DZ2_10
"(35000, 358750, 36000, 360000)",67DZ2_11
"(36000, 358750, 37000, 360000)",67DZ2_12
"(37000, 358750, 38000, 360000)",67DZ2_13
"(38000, 358750, 39000, 360000)",67DZ2_14
"(39000, 358750, 40000, 360000)",67DZ2_15
"(35000, 357500, 36000, 358750)",67DZ2_16
"(36000, 357500, 37000, 358750)",67DZ2_17
"(37000, 357500, 38000, 358750)",67DZ2_18
"(38000, 357500, 39000, 358750)",67DZ2_19
"(39000, 357500, 40000, 358750)",67DZ2_20
"(35000, 356250, 36000, 357500)",67DZ2_21
"(36000, 356250, 37000, 357500)",67DZ2_22
"(37000, 356250, 38000, 357500)",67DZ2_23
"(38000, 356250, 39000, 357500)",67DZ2_24
"(39000, 356250, 40000, 357500)",67DZ2_25
"(55000, 361250, 56000, 362500)",67HZ2_01
"(56000, 361250, 57000, 362500)",67HZ2_02
"(57000, 361250, 58000, 362500)",67HZ2_03
"(58000, 361250, 59000, 362500)",67HZ2_04
"(59000, 361250, 60000, 362500)",67HZ2_05
"(55000, 360000, 56000, 361250)",67HZ2_06
"(56000, 360000, 57000, 361250)",67HZ2_07
"(57000, 360000, 58000, 361250)",67HZ2_08
"(58000, 360000, 59000, 361250)",67HZ2_09
"(59000, 360000, 60000, 361250)",67HZ2_10
"(55000, 358750, 56000, 360000)",67HZ2_11
"(56000, 358750, 57000, 360000)",67HZ2_12
"(57000, 358750, 58000, 360000)",67HZ2_13
"(58000, 358750, 59000, 360000)",67HZ2_14
"(59000, 358750, 60000, 360000)",67HZ2_15
"(55000, 357500, 56000, 358750)",67HZ2_16
"(56000, 357500, 57000, 358750)",67HZ2_17
"(57000, 357500, 58000, 358750)",67HZ2_18
"(58000, 357500, 59000, 358750)",67HZ2_19
"(59000, 357500, 60000, 358750)",67HZ2_20
"(55000, 356250, 56000, 357500)",67HZ2_21
"(56000, 356250, 57000, 357500)",67HZ2_22
"(57000, 356250, 58000, 357500)",67HZ2_23
"(58000, 356250, 59000, 357500)",67HZ2_24
"(59000, 356250, 60000, 357500)",67HZ2_25
"(185000, 330000, 186000, 331250)",68DZ2_01
"(186000, 330000, 187000, 331250)",68DZ2_02
"(187000, 330000, 188000, 331250)",68DZ2_03
"(188000, 330000, 189000, 331250)",68DZ2_04
"(189000, 330000, 190000, 331250)",68DZ2_05
"(185000, 328750, 186000, 330000)",68DZ2_06
"(186000, 328750, 187000, 330000)",68DZ2_07
"(187000, 328750, 188000, 330000)",68DZ2_08
"(188000, 328750, 189000, 330000)",68DZ2_09
"(189000, 328750, 190000, 330000)",68DZ2_10
"(185000, 327500, 186000, 328750)",68DZ2_11
"(186000, 327500, 187000, 328750)",68DZ2_12
"(187000, 327500, 188000, 328750)",68DZ2_13
"(188000, 327500, 189000, 328750)",68DZ2_14
"(189000, 327500, 190000, 328750)",68DZ2_15
"(185000, 326250, 186000, 327500)",68DZ2_16
"(186000, 326250, 187000, 327500)",68DZ2_17
"(187000, 326250, 188000, 327500)",68DZ2_18
"(188000, 326250, 189000, 327500)",68DZ2_19
"(189000, 326250, 190000, 327500)",68DZ2_20
"(185000, 325000, 186000, 326250)",68DZ2_21
"(186000, 325000, 187000, 326250)",68DZ2_22
"(187000, 325000, 188000, 326250)",68DZ2_23
"(188000, 325000, 189000, 326250)",68DZ2_24
"(189000, 325000, 190000, 326250)",68DZ2_25
"(205000, 330000, 206000, 331250)",68HZ2_01
"(206000, 330000, 207000, 331250)",68HZ2_02
"(207000, 330000, 208000, 331250)",68HZ2_03
"(208000, 330000, 209000, 331250)",68HZ2_04
"(209000, 330000, 210000, 331250)",68HZ2_05
"(205000, 328750, 206000, 330000)",68HZ2_06
"(206000, 328750, 207000, 330000)",68HZ2_07
"(207000, 328750, 208000, 330000)",68HZ2_08
"(208000, 328750, 209000, 330000)",68HZ2_09
"(209000, 328750, 210000, 330000)",68HZ2_10
"(205000, 327500, 206000, 328750)",68HZ2_11
"(206000, 327500, 207000, 328750)",68HZ2_12
"(207000, 327500, 208000, 328750)",68HZ2_13
"(208000, 327500, 209000, 328750)",68HZ2_14
"(209000, 327500, 210000, 328750)",68HZ2_15
"(205000, 326250, 206000, 327500)",68HZ2_16
"(206000, 326250, 207000, 327500)",68HZ2_17
"(207000, 326250, 208000, 327500)",68HZ2_18
"(208000, 326250, 209000, 327500)",68HZ2_19
"(209000, 326250, 210000, 327500)",68HZ2_20
"(205000, 325000, 206000, 326250)",68HZ2_21
"(206000, 325000, 207000, 326250)",68HZ2_22
"(207000, 325000, 208000, 326250)",68HZ2_23
"(208000, 325000, 209000, 326250)",68HZ2_24
"(209000, 325000, 210000, 326250)",68HZ2_25
"(55000, 411250, 56000, 412500)",64HZ2_01
"(56000, 411250, 57000, 412500)",64HZ2_02
"(57000, 411250, 58000, 412500)",64HZ2_03
"(58000, 411250, 59000, 412500)",64HZ2_04
"(59000, 411250, 60000, 412500)",64HZ2_05
"(55000, 410000, 56000, 411250)",64HZ2_06
"(56000, 410000, 57000, 411250)",64HZ2_07
"(57000, 410000, 58000, 411250)",64HZ2_08
"(58000, 410000, 59000, 411250)",64HZ2_09
"(59000, 410000, 60000, 411250)",64HZ2_10
"(55000, 408750, 56000, 410000)",64HZ2_11
"(56000, 408750, 57000, 410000)",64HZ2_12
"(57000, 408750, 58000, 410000)",64HZ2_13
"(58000, 408750, 59000, 410000)",64HZ2_14
"(59000, 408750, 60000, 410000)",64HZ2_15
"(55000, 407500, 56000, 408750)",64HZ2_16
"(56000, 407500, 57000, 408750)",64HZ2_17
"(57000, 407500, 58000, 408750)",64HZ2_18
"(58000, 407500, 59000, 408750)",64HZ2_19
"(59000, 407500, 60000, 408750)",64HZ2_20
"(55000, 406250, 56000, 407500)",64HZ2_21
"(56000, 406250, 57000, 407500)",64HZ2_22
"(57000, 406250, 58000, 407500)",64HZ2_23
"(58000, 406250, 59000, 407500)",64HZ2_24
"(59000, 406250, 60000, 407500)",64HZ2_25
"(135000, 605000, 136000, 606250)",71HZ2_01
"(136000, 605000, 137000, 606250)",71HZ2_02
"(137000, 605000, 138000, 606250)",71HZ2_03
"(138000, 605000, 139000, 606250)",71HZ2_04
"(139000, 605000, 140000, 606250)",71HZ2_05
"(135000, 603750, 136000, 605000)",71HZ2_06
"(136000, 603750, 137000, 605000)",71HZ2_07
"(137000, 603750, 138000, 605000)",71HZ2_08
"(138000, 603750, 139000, 605000)",71HZ2_09
"(139000, 603750, 140000, 605000)",71HZ2_10
"(135000, 602500, 136000, 603750)",71HZ2_11
"(136000, 602500, 137000, 603750)",71HZ2_12
"(137000, 602500, 138000, 603750)",71HZ2_13
"(138000, 602500, 139000, 603750)",71HZ2_14
"(139000, 602500, 140000, 603750)",71HZ2_15
"(135000, 601250, 136000, 602500)",71HZ2_16
"(136000, 601250, 137000, 602500)",71HZ2_17
"(137000, 601250, 138000, 602500)",71HZ2_18
"(138000, 601250, 139000, 602500)",71HZ2_19
"(139000, 601250, 140000, 602500)",71HZ2_20
"(135000, 600000, 136000, 601250)",71HZ2_21
"(136000, 600000, 137000, 601250)",71HZ2_22
"(137000, 600000, 138000, 601250)",71HZ2_23
"(138000, 600000, 139000, 601250)",71HZ2_24
"(139000, 600000, 140000, 601250)",71HZ2_25
"(15000, 355000, 16000, 356250)",53HZ2_01
"(16000, 355000, 17000, 356250)",53HZ2_02
"(17000, 355000, 18000, 356250)",53HZ2_03
"(18000, 355000, 19000, 356250)",53HZ2_04
"(19000, 355000, 20000, 356250)",53HZ2_05
"(15000, 353750, 16000, 355000)",53HZ2_06
"(16000, 353750, 17000, 355000)",53HZ2_07
"(17000, 353750, 18000, 355000)",53HZ2_08
"(18000, 353750, 19000, 355000)",53HZ2_09
"(19000, 353750, 20000, 355000)",53HZ2_10
"(35000, 355000, 36000, 356250)",54DZ2_01
"(36000, 355000, 37000, 356250)",54DZ2_02
"(37000, 355000, 38000, 356250)",54DZ2_03
"(38000, 355000, 39000, 356250)",54DZ2_04
"(39000, 355000, 40000, 356250)",54DZ2_05
"(35000, 353750, 36000, 355000)",54DZ2_06
"(36000, 353750, 37000, 355000)",54DZ2_07
"(37000, 353750, 38000, 355000)",54DZ2_08
"(38000, 353750, 39000, 355000)",54DZ2_09
"(39000, 353750, 40000, 355000)",54DZ2_10
"(55000, 355000, 56000, 356250)",54HZ2_01
"(56000, 355000, 57000, 356250)",54HZ2_02
"(57000, 355000, 58000, 356250)",54HZ2_03
"(58000, 355000, 59000, 356250)",54HZ2_04
"(59000, 355000, 60000, 356250)",54HZ2_05
"(55000, 353750, 56000, 355000)",54HZ2_06
"(56000, 353750, 57000, 355000)",54HZ2_07
"(57000, 353750, 58000, 355000)",54HZ2_08
"(58000, 353750, 59000, 355000)",54HZ2_09
"(59000, 353750, 60000, 355000)",54HZ2_10
"(215000, 330000, 216000, 331250)",60HZ2_01
"(216000, 330000, 217000, 331250)",60HZ2_02
"(217000, 330000, 218000, 331250)",60HZ2_03
"(218000, 330000, 219000, 331250)",60HZ2_04
"(219000, 330000, 220000, 331250)",60HZ2_05
"(215000, 328750, 216000, 330000)",60HZ2_06
"(216000, 328750, 217000, 330000)",60HZ2_07
"(217000, 328750, 218000, 330000)",60HZ2_08
"(218000, 328750, 219000, 330000)",60HZ2_09
"(219000, 328750, 220000, 330000)",60HZ2_10
"(215000, 327500, 216000, 328750)",60HZ2_11
"(216000, 327500, 217000, 328750)",60HZ2_12
"(217000, 327500, 218000, 328750)",60HZ2_13
"(218000, 327500, 219000, 328750)",60HZ2_14
"(219000, 327500, 220000, 328750)",60HZ2_15
"(215000, 326250, 216000, 327500)",60HZ2_16
"(216000, 326250, 217000, 327500)",60HZ2_17
"(217000, 326250, 218000, 327500)",60HZ2_18
"(218000, 326250, 219000, 327500)",60HZ2_19
"(219000, 326250, 220000, 327500)",60HZ2_20
"(215000, 325000, 216000, 326250)",60HZ2_21
"(216000, 325000, 217000, 326250)",60HZ2_22
"(217000, 325000, 218000, 326250)",60HZ2_23
"(218000, 325000, 219000, 326250)",60HZ2_24
"(219000, 325000, 220000, 326250)",60HZ2_25
"(69000, 448750, 70000, 450000)",37AN2_05
"(69000, 447500, 70000, 448750)",37AN2_10
"(65000, 446250, 66000, 447500)",37AN2_11
